栄養素id,栄養素,食材,100gあたり含有量,単位,一食の目安量g,一食あたり,一日の目安量,割合%,レベル,タグ,食品番号,含有量の出典,基準値の出典,確認メモ
na,塩分,ソーセージ,1.8,g,40,0.72,6.5,11.1,3,,11306,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",成分表八訂 ＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ゆで／目安量は暫定
na,塩分,牡蠣,1.2,g,60,0.72,6.5,11.1,3,,10292,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",10292 ＜貝類＞ かき 養殖 生
na,塩分,パン,1.2,g,60,0.72,6.5,11,3,,01026,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",日本食品標準成分表（八訂）増補2023年照合・実線化（品番01026）
na,塩分,ドレッシング,3.5,g,15,0.53,6.5,8.1,3,,17116,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",成分表八訂 ＜調味料類＞ （ドレッシング類） 分離液状ドレッシング 和風ドレッシング 分離液状／目安量は暫定
na,塩分,ハム,2.3,g,20,0.46,6.5,7,3,,11176,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",日本食品標準成分表（八訂）増補2023年照合・実線化（品番11176）・救済で塩分のみ
na,塩分,ケチャップ,3.1,g,15,0.47,6.5,7.2,3,,17036,確認済,"2025年版・女性30-49・目標量（食塩相当量,未満）",成分表八訂 ＜調味料類＞ （トマト加工品類） トマトケチャップ／目安量は暫定
niacin,ナイアシン,かつお,24.0,mgNE,80,19.2,12,160.0,1,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
niacin,ナイアシン,まぐろ,22.0,mgNE,80,17.6,12,146.7,1,,10252,確認済,2025年版・女性30-49・推奨量,10252 ＜魚類＞ （まぐろ類） きはだ 生
niacin,ナイアシン,さば,16.0,mgNE,80,12.8,12,106.7,1,,10154,確認済,2025年版・女性30-49・推奨量,10154 ＜魚類＞ （さば類） まさば 生
niacin,ナイアシン,玄米,8.0,mgNE,150,12.0,12,100.0,1,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
niacin,ナイアシン,鶏むね,15.0,mgNE,80,12.0,12,100.0,1,,11219,確認済,2025年版・女性30-49・推奨量,11219 ＜鳥肉類＞ にわとり ［若どり・主品目］ むね 皮つき 生
niacin,ナイアシン,ぶり,14.0,mgNE,80,11.2,12.0,93.3,1,,10241,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜魚類＞ ぶり 成魚 生／目安量は暫定
niacin,ナイアシン,ささみ,17.0,mgNE,60,10.2,12,85.0,1,,11227,確認済,2025年版・女性30-49・推奨量,11227 ＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ 生
niacin,ナイアシン,ツナ缶,13.0,mgNE,70,9.1,12.0,75.8,1,,10260,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜魚類＞ （まぐろ類） 缶詰 水煮 フレーク ライト／目安量は暫定
niacin,ナイアシン,いわし,11.0,mgNE,80,8.8,12.0,73.3,1,,10047,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜魚類＞ （いわし類） まいわし 生／目安量は暫定
niacin,ナイアシン,豚ロース,11.0,mgNE,80,8.8,12,73.3,1,,11123,確認済,2025年版・女性30-49・推奨量,11123 ＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき 生
niacin,ナイアシン,さんま,11.0,mgNE,80,8.8,12,73.3,1,,10173,確認済,2025年版・女性30-49・推奨量,10173 ＜魚類＞ さんま 皮つき 生
niacin,ナイアシン,鮭,11.0,mgNE,80,8.8,12,73.3,1,,10134,確認済,2025年版・女性30-49・推奨量,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
niacin,ナイアシン,豚もも,10.0,mgNE,80,8.0,12,66.7,1,,11130,確認済,2025年版・女性30-49・推奨量,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
niacin,ナイアシン,豚ひき肉,8.9,mgNE,80,7.12,12,59.3,1,,11163,確認済,2025年版・女性30-49・推奨量,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
niacin,ナイアシン,豚レバー,19.0,mgNE,50,9.5,12,79,1,,11166,確認済,2025年版・女性30-49・推奨量,豚レバーに統一（増補2023照合）
niacin,ナイアシン,鶏もも,8.5,mgNE,80,6.8,12,56.7,1,,11221,確認済,2025年版・女性30-49・推奨量,11221 ＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 生
niacin,ナイアシン,豚ばら,7.3,mgNE,80,5.84,12,48.7,1,,11129,確認済,2025年版・女性30-49・推奨量,11129 ＜畜肉類＞ ぶた ［大型種肉］ ばら 脂身つき 生
niacin,ナイアシン,大豆,10.0,mgNE,50,5.0,12,41.7,1,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
niacin,ナイアシン,うなぎ,5.3,mgNE,80,4.24,12,35.3,1,,10067,確認済,2025年版・女性30-49・推奨量,10067 ＜魚類＞ うなぎ 養殖 生
niacin,ナイアシン,ピーナッツ,28.0,mgNE,15,4.2,12.0,35.0,1,,05035,確認済,2025年版・女性30-49・推奨量,成分表八訂 らっかせい 大粒種 いり／目安量は暫定
niacin,ナイアシン,白米,2.6,mgNE,150,3.9,12,32.5,1,,01083,確認済,2025年版・女性30-49・推奨量,01083 こめ ［水稲穀粒］ 精白米 うるち米
niacin,ナイアシン,えのき,7.4,mgNE,50,3.7,12.0,30.8,1,,08001,確認済,2025年版・女性30-49・推奨量,成分表八訂 えのきたけ 生／目安量は暫定
niacin,ナイアシン,しめじ,6.4,mgNE,50,3.2,12.0,26.7,2,,08016,確認済,2025年版・女性30-49・推奨量,成分表八訂 （しめじ類） ぶなしめじ 生／目安量は暫定
niacin,ナイアシン,納豆,5.2,mgNE,45,2.34,12,19.5,2,,04046,確認済,2025年版・女性30-49・推奨量,04046 だいず ［納豆類］ 糸引き納豆
niacin,ナイアシン,枝豆,4.2,mgNE,50,2.1,12,17.5,2,,06015,確認済,2025年版・女性30-49・推奨量,06015 えだまめ 生
niacin,ナイアシン,アーモンド,7.5,mgNE,25,1.88,12,15.7,2,,05040,確認済,2025年版・女性30-49・推奨量,05040 アーモンド いり 無塩
niacin,ナイアシン,オートミール,4.5,mgNE,40,1.8,12,15.0,2,,01004,確認済,2025年版・女性30-49・推奨量,01004 えんばく オートミール
niacin,ナイアシン,じゃがいも,1.8,mgNE,100,1.8,12,15.0,2,,02017,確認済,2025年版・女性30-49・推奨量,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
